problem_id,turn_id,local_annotation_sec,global_annotation_sec,correct,uncertain,matched,transcript_index,start_sec,end_sec,student_text,alignment_gap_sec,student_id,condition,problem59_offset_sec,uncertain_label,correct_label,gap_band,text_raw,text_normalized
59,9,234.742,1175.742,True,False,True,23.0,1170.223,1172.175,Yes. Vertically down.,3.567000000000008,pslc01-c1,c1,941.0,0,1,"(3.0, 6.0]",Yes. Vertically down.,Yes Vertically down
59,10,246.595,1187.595,True,False,True,24.0,1181.66,1183.032,Nine point eight.,4.563000000000102,pslc01-c1,c1,941.0,0,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
59,11,276.351,1217.351,True,True,True,25.0,1211.045,1213.188,Nine point eight meters??,4.163000000000011,pslc01-c1,c1,941.0,1,1,"(3.0, 6.0]",Nine point eight meters??,Nine point eight meters
59,12,300.279,1241.279,True,False,True,26.0,1235.39,1237.633,Nine point eight meters per second.,3.645999999999958,pslc01-c1,c1,941.0,0,1,"(3.0, 6.0]",Nine point eight meters per second.,Nine point eight meters per second
59,13,318.216,1259.216,True,False,True,27.0,1253.407,1256.201,Nineteen point six meters per second.,3.0149999999998727,pslc01-c1,c1,941.0,0,1,"(3.0, 6.0]",Nineteen point six meters per second.,Nineteen point six meters per second
59,14,332.957,1273.957,True,True,True,28.0,1268.484,1269.895,They are the same??,4.061999999999898,pslc01-c1,c1,941.0,1,1,"(3.0, 6.0]",They are the same??,They are the same
59,15,345.915,1286.915,True,False,True,29.0,1282.293,1283.084,Yes.,3.830999999999904,pslc01-c1,c1,941.0,0,1,"(3.0, 6.0]",Yes.,Yes
59,16,365.76,1306.76,True,False,True,30.0,1301.728,1302.88,They are the same.,3.8799999999998818,pslc01-c1,c1,941.0,0,1,"(3.0, 6.0]",They are the same.,They are the same
58,2,197.23,197.23,False,True,True,0.0,187.057,188.89,"Uh, vertically up.",8.340000000000003,pslc03-c3,c3,1956.0,1,0,"(6.0, 10.0]","Uh, vertically up.",Uh vertically up
58,4,258.109,258.109,True,False,True,2.0,250.884,252.566,Yes. Down.,5.542999999999978,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Yes. Down.,Yes Down
58,5,274.25,274.25,True,False,True,3.0,266.064,267.587,Nine point eight.,6.663000000000011,pslc03-c3,c3,1956.0,0,1,"(6.0, 10.0]",Nine point eight.,Nine point eight
58,6,295.51,295.51,True,False,True,4.0,287.419,289.072,Vertically down.,6.437999999999988,pslc03-c3,c3,1956.0,0,1,"(6.0, 10.0]",Vertically down.,Vertically down
58,7,321.017,321.017,True,False,True,5.0,313.399,315.512,It's pulling him down.,5.504999999999996,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",It's pulling him down.,It's pulling him down
58,8,339.655,339.655,True,False,True,6.0,334.162,335.153,Down.,4.501999999999953,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Down.,Down
58,9,355.244,355.244,True,False,True,7.0,349.221,350.122,Down.,5.122000000000014,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Down.,Down
58,10,366.387,366.387,True,False,True,8.0,360.146,361.578,Nine point eight.,4.809000000000026,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
58,11,419.626,419.626,False,True,True,9.0,413.027,414.469,Eight point seven.,5.156999999999982,pslc03-c3,c3,1956.0,1,0,"(3.0, 6.0]",Eight point seven.,Eight point seven
58,12,443.494,443.494,True,False,True,10.0,437.455,438.777,Nine point eight.,4.717000000000041,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
58,14,481.616,481.616,True,False,True,12.0,474.903,476.055,They're the same.,5.560999999999979,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",They're the same.,They're the same
58,15,497.469,497.469,False,True,True,13.0,491.313,492.074,No.,5.394999999999982,pslc03-c3,c3,1956.0,1,0,"(3.0, 6.0]",No.,No
58,16,516.514,516.514,True,False,True,14.0,510.647,511.559,They're the same.,4.954999999999984,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",They're the same.,They're the same
59,1,77.53,2033.53,True,False,True,16.0,2027.378,2028.64,They're the same.,4.889999999999873,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",They're the same.,They're the same
59,2,114.284,2070.284,False,False,True,17.0,2062.518,2063.671,Vertically down.,6.613000000000284,pslc03-c3,c3,1956.0,0,0,"(6.0, 10.0]",Vertically down.,Vertically down
59,3,148.919,2104.919,True,False,True,18.0,2097.251,2098.372,Down.,6.5470000000000255,pslc03-c3,c3,1956.0,0,1,"(6.0, 10.0]",Down.,Down
59,4,173.29,2129.29,True,False,True,19.0,2123.255,2124.146,Down.,5.143999999999778,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Down.,Down
59,5,185.457,2141.457,True,False,True,20.0,2134.003,2135.636,Nine point eight.,5.820999999999913,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
59,6,204.582,2160.582,True,False,True,23.0,2155.21,2157.463,Down. Vertically down.,3.118999999999687,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Down. Vertically down.,Down Vertically down
59,7,231.503,2187.503,True,False,True,24.0,2180.65,2181.772,Down.,5.731000000000222,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Down.,Down
59,8,249.926,2205.926,True,False,True,25.0,2199.98,2201.14,Down.,4.786000000000058,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Down.,Down
59,9,264.7,2220.7,True,False,True,26.0,2215.219,2216.691,Vertically down.,4.009000000000015,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Vertically down.,Vertically down
59,10,275.137,2231.137,True,False,True,27.0,2226.049,2227.411,Nine point eight.,3.7260000000001128,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
59,11,313.771,2269.771,False,True,True,28.0,2261.548,2263.101,Nineteen point six. <nspn>,6.670000000000073,pslc03-c3,c3,1956.0,1,0,"(6.0, 10.0]",Nineteen point six. <nspn>,Nineteen point six
59,12,339.096,2295.096,True,False,True,29.0,2288.501,2290.093,Nine point eight.,5.003000000000156,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
59,13,357.907,2313.907,True,False,True,30.0,2308.555,2310.468,Nineteen point six.,3.4390000000003056,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",Nineteen point six.,Nineteen point six
59,14,377.953,2333.953,True,False,True,31.0,2327.69,2328.931,They're the same.,5.021999999999935,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",They're the same.,They're the same
59,15,392.646,2348.646,False,True,True,32.0,2342.49,2343.361,No.,5.285000000000309,pslc03-c3,c3,1956.0,1,0,"(3.0, 6.0]",No.,No
59,16,412.94,2368.94,True,False,True,33.0,2363.179,2364.42,They're the same.,4.519999999999982,pslc03-c3,c3,1956.0,0,1,"(3.0, 6.0]",They're the same.,They're the same
58,1,73.509,73.509,True,True,True,0.0,58.981,67.497,"Okay, I'm... looks+li... how does the velocity compare to that of his keys? I think it would be equal.",6.0120000000000005,pslc04-c1,c1,1536.0,1,1,"(6.0, 10.0]","Okay, I'm... looks+li... how does the velocity compare to that of his keys? I think it would be equal.",Okay I'm looks li how does the velocity compare to that of his keys I think it would be equal
58,2,129.258,129.258,True,True,True,2.0,121.779,123.371,I believe that's it.,5.887000000000015,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]",I believe that's it.,I believe that's it
58,3,176.42,176.42,True,True,True,3.0,170.018,171.46,Downward??,4.95999999999998,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]",Downward??,Downward
58,4,211.199,211.199,True,False,True,4.0,201.311,206.568,Yes. The person has an acceleration and the acceleration would be down.,4.631,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Yes. The person has an acceleration and the acceleration would be down.,Yes The person has an acceleration and the acceleration would be down
58,5,225.708,225.708,False,False,True,5.0,217.124,218.926,It would be his weight.,6.782000000000011,pslc04-c1,c1,1536.0,0,0,"(6.0, 10.0]",It would be his weight.,It would be his weight
58,7,300.256,300.256,False,True,True,7.0,276.034,294.734,"It's the weight plus the person's mass. Um, and you would take off, uh, you subtract. You would subtract any, um, wind or any air resistance.",5.521999999999991,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]","It's the weight plus the person's mass. Um, and you would take off, uh, you subtract. You would subtract any, um, wind or any air resistance.",It's the weight plus the person's mass Um and you would take off uh you subtract You would subtract any um wind or any air resistance
58,8,339.138,339.138,False,True,True,8.0,319.837,329.911,No. Weight is the mass of the object and G is the acceleration of gravity on that object.,9.226999999999975,pslc04-c1,c1,1536.0,1,0,"(6.0, 10.0]",No. Weight is the mass of the object and G is the acceleration of gravity on that object.,No Weight is the mass of the object and G is the acceleration of gravity on that object
58,9,396.681,396.681,True,False,True,9.0,380.19,392.266,"<X>. The force would be gravity slash, uh, weight... or the key's weight, and uh, the force would be down.",4.414999999999964,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]","<X>. The force would be gravity slash, uh, weight... or the key's weight, and uh, the force would be down.",The force would be gravity slash uh weight or the key's weight and uh the force would be down
58,10,414.862,414.862,True,True,True,10.0,408.855,409.897,Down.,4.965000000000032,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]",Down.,Down
58,11,443.312,443.312,True,False,True,11.0,437.013,439.587,Yes. The acceleration would be down.,3.725000000000023,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Yes. The acceleration would be down.,Yes The acceleration would be down
58,12,477.46,477.46,False,True,True,12.0,450.394,471.129,"G. Um, I'm not sure. I presume it would be the weight of the keys, uh, times their mass plus any... subtract any air resistance. But usually weight times, uh, mass.",6.33099999999996,pslc04-c1,c1,1536.0,1,0,"(6.0, 10.0]","G. Um, I'm not sure. I presume it would be the weight of the keys, uh, times their mass plus any... subtract any air resistance. But usually weight times, uh, mass.",G Um I'm not sure I presume it would be the weight of the keys uh times their mass plus any subtract any air resistance But usually weight times uh mass
58,13,496.543,496.543,False,False,True,14.0,488.409,491.954,"Again, the mass of the keys times their weight.",4.588999999999999,pslc04-c1,c1,1536.0,0,0,"(3.0, 6.0]","Again, the mass of the keys times their weight.",Again the mass of the keys times their weight
58,14,530.083,530.083,False,True,True,16.0,510.283,526.624,"Mass times weight, I believe. Or the mass times velocity?? No, I think it's mass times weight. I don't know if I'm defining it by its definition, but that the best answer I have.",3.4589999999999463,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]","Mass times weight, I believe. Or the mass times velocity?? No, I think it's mass times weight. I don't know if I'm defining it by its definition, but that the best answer I have.",Mass times weight I believe Or the mass times velocity No I think it's mass times weight I don't know if I'm defining it by its definition but that the best answer I have
58,15,621.459,621.459,True,True,True,19.0,611.318,615.928,"That would be nine point eight meters per second squared, right? I mean...",5.530999999999949,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]","That would be nine point eight meters per second squared, right? I mean...",That would be nine point eight meters per second squared right I mean
58,16,645.649,645.649,True,False,True,21.0,639.221,641.344,Nine point eight meters per second.,4.30499999999995,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Nine point eight meters per second.,Nine point eight meters per second
58,17,670.548,670.548,True,True,True,23.0,664.154,668.395,Nineteen point six meters per second??,2.15300000000002,pslc04-c1,c1,1536.0,1,1,"(-0.001, 3.0]",Nineteen point six meters per second??,Nineteen point six meters per second
58,18,720.124,720.124,True,False,True,26.0,713.3,716.255,Twenty nine point four meters per second.,3.869000000000028,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Twenty nine point four meters per second.,Twenty nine point four meters per second
58,19,737.201,737.201,True,False,True,27.0,729.296,732.406,They... the velocities are equal.,4.795000000000073,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",They... the velocities are equal.,They the velocities are equal
58,20,762.574,762.574,False,True,True,28.0,746.861,757.083,"Um. That's the... the distance between... it's a straight line connecting two points. The shortest possible distance between them, I believe.",5.4909999999999854,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]","Um. That's the... the distance between... it's a straight line connecting two points. The shortest possible distance between them, I believe.",Um That's the the distance between it's a straight line connecting two points The shortest possible distance between them I believe
58,21,787.14,787.14,True,False,True,29.0,777.002,784.466,They would... it would be equal. The displacement of the keys and the man at any point in their fall would be the same. Equal.,2.673999999999978,pslc04-c1,c1,1536.0,0,1,"(-0.001, 3.0]",They would... it would be equal. The displacement of the keys and the man at any point in their fall would be the same. Equal.,They would it would be equal The displacement of the keys and the man at any point in their fall would be the same Equal
59,2,112.655,1648.655,True,False,True,34.0,1642.584,1644.349,Gravity. Down.,4.30600000000004,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Gravity. Down.,Gravity Down
59,3,131.635,1667.635,True,False,True,35.0,1661.924,1663.066,Down.,4.56899999999996,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Down.,Down
59,4,150.753,1686.753,True,False,True,36.0,1680.946,1682.728,Yes. Down.,4.024999999999864,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Yes. Down.,Yes Down
59,5,168.934,1704.934,True,True,True,37.0,1695.088,1701.267,"Oh, gee. It was something like nine point eight meters per second squared??",3.666999999999916,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]","Oh, gee. It was something like nine point eight meters per second squared??",Oh gee It was something like nine point eight meters per second squared
59,6,189.707,1725.707,True,False,True,38.0,1719.105,1721.178,Gravity. Down.,4.528999999999996,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Gravity. Down.,Gravity Down
59,7,209.095,1745.095,True,False,True,39.0,1739.394,1741.678,Down. Downward.,3.4169999999999163,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Down. Downward.,Down Downward
59,8,233.058,1769.058,False,False,True,40.0,1755.286,1759.082,"Yes, Uh, nine point eight meters per second squared.",9.975999999999884,pslc04-c1,c1,1536.0,0,0,"(6.0, 10.0]","Yes, Uh, nine point eight meters per second squared.",Yes Uh nine point eight meters per second squared
59,9,259.384,1795.384,False,True,True,41.0,1784.47,1789.459,"Uh, something about mass times gravity equals acceleration.",5.9249999999999545,pslc04-c1,c1,1536.0,1,0,"(3.0, 6.0]","Uh, something about mass times gravity equals acceleration.",Uh something about mass times gravity equals acceleration
59,10,308.695,1844.695,True,False,True,42.0,1824.271,1841.337,Mmm. Let me think about this. Mass times acceleration. Net force is zer+not zero. Accelerat... no. It cannot be zero.,3.3579999999999472,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Mmm. Let me think about this. Mass times acceleration. Net force is zer+not zero. Accelerat... no. It cannot be zero.,Mmm Let me think about this Mass times acceleration Net force is zer not zero Accelerat no It cannot be zero
59,11,319.829,1855.829,True,True,True,43.0,1849.787,1851.577,Downward. Down.,4.251999999999953,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]",Downward. Down.,Downward Down
59,12,332.851,1868.851,True,True,True,44.0,1862.821,1865.425,Nine point eight meters per second squared??,3.4260000000001583,pslc04-c1,c1,1536.0,1,1,"(3.0, 6.0]",Nine point eight meters per second squared??,Nine point eight meters per second squared
59,13,362.166,1898.166,True,False,True,45.0,1891.811,1894.064,Nine point eight meters.,4.101999999999862,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Nine point eight meters.,Nine point eight meters
59,14,386.362,1922.362,True,False,True,46.0,1916.259,1918.983,Nine point eight meters per second.,3.379000000000133,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",Nine point eight meters per second.,Nine point eight meters per second
59,15,406.238,1942.238,True,False,True,47.0,1935.906,1939.587,Nineteen point six meters per second.,2.651000000000068,pslc04-c1,c1,1536.0,0,1,"(-0.001, 3.0]",Nineteen point six meters per second.,Nineteen point six meters per second
59,16,421.548,1957.548,True,False,True,48.0,1951.966,1955.333,Their velocities are the same... would be the same.,2.214999999999918,pslc04-c1,c1,1536.0,0,1,"(-0.001, 3.0]",Their velocities are the same... would be the same.,Their velocities are the same would be the same
59,17,440.737,1976.737,False,False,True,49.0,1966.899,1972.37,Displacement is the shortest distance between two points or a straight line.,4.367000000000189,pslc04-c1,c1,1536.0,0,0,"(3.0, 6.0]",Displacement is the shortest distance between two points or a straight line.,Displacement is the shortest distance between two points or a straight line
59,18,465.606,2001.606,True,False,True,50.0,1991.562,1997.376,The displacement of the professor to his spectacles at every point in time during the fall would be equal.,4.230000000000018,pslc04-c1,c1,1536.0,0,1,"(3.0, 6.0]",The displacement of the professor to his spectacles at every point in time during the fall would be equal.,The displacement of the professor to his spectacles at every point in time during the fall would be equal
58,1,57.991,57.991,False,True,True,0.0,51.271,52.372,I don't know.,5.619,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",I don't know.,I don't know
58,2,115.631,115.631,True,True,True,1.0,108.192,109.574,Vertically down. <nspn>,6.057000000000002,pslc06-c3,c3,1330.0,1,1,"(6.0, 10.0]",Vertically down. <nspn>,Vertically down
58,3,154.431,154.431,True,True,True,2.0,148.148,148.909,Down.,5.52200000000002,pslc06-c3,c3,1330.0,1,1,"(3.0, 6.0]",Down.,Down
58,4,171.659,171.659,True,False,True,3.0,165.345,166.677,Yes. Down.,4.981999999999999,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Yes. Down.,Yes Down
58,5,185.586,185.586,False,True,True,4.0,179.703,180.844,I don't know.,4.742000000000019,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",I don't know.,I don't know
58,6,202.631,202.631,False,True,True,5.0,197.683,198.635,I don't know.,3.996000000000009,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",I don't know.,I don't know
58,7,225.849,225.849,False,True,True,6.0,217.65,220.825,Force equals mass times acceleration??,5.024000000000001,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",Force equals mass times acceleration??,Force equals mass times acceleration
58,8,250.064,250.064,True,False,True,7.0,240.47,246.559,Force is equal to the mass <and> acceleration that's acted upon that force.,3.5049999999999955,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Force is equal to the mass <and> acceleration that's acted upon that force.,Force is equal to the mass acceleration that's acted upon that force
58,9,297.768,297.768,True,False,True,8.0,291.16,292.353,Straight down.,5.414999999999964,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Straight down.,Straight down
58,10,320.348,320.348,True,False,True,9.0,314.431,316.144,<nspn> Straight down.,4.204000000000008,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",<nspn> Straight down.,Straight down
58,11,339.385,339.385,True,False,True,10.0,333.573,334.784,Straight down.,4.600999999999999,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Straight down.,Straight down
58,12,368.492,368.492,True,False,True,11.0,361.62,363.412,Yes. Down.,5.080000000000041,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Yes. Down.,Yes Down
58,13,380.435,380.435,True,True,True,12.0,373.942,375.444,Nine point eight.,4.9909999999999854,pslc06-c3,c3,1330.0,1,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
58,14,415.124,415.124,False,True,True,13.0,408.128,409.72,"Mmm, down.",5.403999999999996,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]","Mmm, down.",Mmm down
58,15,450.741,450.741,True,False,True,14.0,443.661,445.924,Nine point eight meters. <nspn>,4.817000000000007,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Nine point eight meters. <nspn>,Nine point eight meters
58,16,474.546,474.546,False,True,True,16.0,464.146,469.203,Nine point eight meters divided by seconds squared.,5.343000000000018,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",Nine point eight meters divided by seconds squared.,Nine point eight meters divided by seconds squared
58,17,529.728,529.728,False,True,True,17.0,520.415,524.406,Twenty point zero meters per second.,5.322000000000003,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",Twenty point zero meters per second.,Twenty point zero meters per second
58,19,580.193,580.193,False,True,True,19.0,573.543,575.776,The direction used in distance.,4.41700000000003,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",The direction used in distance.,The direction used in distance
59,1,105.939,1435.939,True,True,True,21.0,1428.767,1430.56,They're the same??,5.379000000000133,pslc06-c3,c3,1330.0,1,1,"(3.0, 6.0]",They're the same??,They're the same
59,2,143.726,1473.726,True,True,True,22.0,1465.246,1466.959,Straight down.,6.767000000000053,pslc06-c3,c3,1330.0,1,1,"(6.0, 10.0]",Straight down.,Straight down
59,3,178.918,1508.918,True,True,True,23.0,1502.413,1503.895,Straight down??,5.023000000000138,pslc06-c3,c3,1330.0,1,1,"(3.0, 6.0]",Straight down??,Straight down
59,4,194.844,1524.844,True,False,True,24.0,1518.776,1520.448,Yes. Straight down.,4.395999999999958,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Yes. Straight down.,Yes Straight down
59,5,207.97,1537.97,True,True,True,25.0,1531.748,1533.11,Nine point eight.,4.860000000000127,pslc06-c3,c3,1330.0,1,1,"(3.0, 6.0]",Nine point eight.,Nine point eight
59,6,229.613,1559.613,True,False,True,26.0,1552.824,1554.216,Straight down??,5.397000000000162,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Straight down??,Straight down
59,7,254.181,1584.181,True,False,True,27.0,1578.515,1579.997,Straight down.,4.183999999999969,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Straight down.,Straight down
59,8,274.551,1604.551,True,False,True,28.0,1599.371,1600.544,Straight down??,4.0069999999998345,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Straight down??,Straight down
59,9,296.3,1626.3,True,False,True,29.0,1620.498,1621.97,Yes. Straight down.,4.329999999999927,pslc06-c3,c3,1330.0,0,1,"(3.0, 6.0]",Yes. Straight down.,Yes Straight down
59,10,310.129,1640.129,True,True,True,30.0,1633.717,1638.604,Nine point eight meters per second squared.,1.5249999999998636,pslc06-c3,c3,1330.0,1,1,"(-0.001, 3.0]",Nine point eight meters per second squared.,Nine point eight meters per second squared
59,11,342.78,1672.78,False,True,True,31.0,1664.301,1666.594,Nine point eight meters per second squared.,6.185999999999922,pslc06-c3,c3,1330.0,1,0,"(6.0, 10.0]",Nine point eight meters per second squared.,Nine point eight meters per second squared
59,12,373.063,1703.063,False,True,True,32.0,1695.394,1698.449,Nineteen point six meters per second squared.,4.614000000000033,pslc06-c3,c3,1330.0,1,0,"(3.0, 6.0]",Nineteen point six meters per second squared.,Nineteen point six meters per second squared
59,13,416.207,1746.207,True,True,True,33.0,1736.949,1740.253,Nineteen point six meters per second squared.,5.953999999999951,pslc06-c3,c3,1330.0,1,1,"(3.0, 6.0]",Nineteen point six meters per second squared.,Nineteen point six meters per second squared
59,14,432.805,1762.805,True,True,True,34.0,1755.17,1756.482,They are the same??,6.323000000000093,pslc06-c3,c3,1330.0,1,1,"(6.0, 10.0]",They are the same??,They are the same
59,16,489.532,1819.532,True,True,True,36.0,1812.134,1813.266,The same.,6.265999999999849,pslc06-c3,c3,1330.0,1,1,"(6.0, 10.0]",The same.,The same
