problem_id,turn_id,local_annotation_sec,global_annotation_sec,correct,uncertain,matched,transcript_index,start_sec,end_sec,student_text,alignment_gap_sec,student_id,condition,problem59_offset_sec
59,016,412.94,2368.94,true,false,True,33.0,2363.179,2364.42,They're the same.,4.519999999999982,pslc03-c3,c3,1956.0
58,001,73.509,73.509,true,true,True,0.0,58.981,67.497,"Okay, I'm... looks+li... how does the velocity compare to that of his keys? I think it would be equal.",6.0120000000000005,pslc04-c1,c1,1536.0
58,002,129.258,129.258,true,true,True,2.0,121.779,123.371,I believe that's it.,5.887000000000015,pslc04-c1,c1,1536.0
58,003,176.42,176.42,true,true,True,3.0,170.018,171.46,Downward??,4.9599999999999795,pslc04-c1,c1,1536.0
58,004,211.199,211.199,true,false,True,4.0,201.311,206.568,Yes. The person has an acceleration and the acceleration would be down.,4.631,pslc04-c1,c1,1536.0
58,005,225.708,225.708,false,false,True,5.0,217.124,218.926,It would be his weight.,6.782000000000011,pslc04-c1,c1,1536.0
58,006,260.695,260.695,false,true,False,,,,,,pslc04-c1,c1,1536.0
58,007,300.256,300.256,false,true,True,7.0,276.034,294.734,"It's the weight plus the person's mass. Um, and you would take off, uh, you subtract. You would subtract any, um, wind or any air resistance.",5.521999999999991,pslc04-c1,c1,1536.0
58,008,339.138,339.138,false,true,True,8.0,319.837,329.911,No. Weight is the mass of the object and G is the acceleration of gravity on that object.,9.226999999999975,pslc04-c1,c1,1536.0
58,009,396.681,396.681,true,false,True,9.0,380.19,392.266,"<X>. The force would be gravity slash, uh, weight... or the key's weight, and uh, the force would be down.",4.414999999999964,pslc04-c1,c1,1536.0
58,010,414.862,414.862,true,true,True,10.0,408.855,409.897,Down.,4.965000000000032,pslc04-c1,c1,1536.0
58,011,443.312,443.312,true,false,True,11.0,437.013,439.587,Yes. The acceleration would be down.,3.7250000000000227,pslc04-c1,c1,1536.0
58,012,477.46,477.46,false,true,True,12.0,450.394,471.129,"G. Um, I'm not sure. I presume it would be the weight of the keys, uh, times their mass plus any... subtract any air resistance. But usually weight times, uh, mass.",6.33099999999996,pslc04-c1,c1,1536.0
58,013,496.543,496.543,false,false,True,14.0,488.409,491.954,"Again, the mass of the keys times their weight.",4.588999999999999,pslc04-c1,c1,1536.0
58,014,530.083,530.083,false,true,True,16.0,510.283,526.624,"Mass times weight, I believe. Or the mass times velocity?? No, I think it's mass times weight. I don't know if I'm defining it by its definition, but that the best answer I have.",3.4589999999999463,pslc04-c1,c1,1536.0
58,015,621.459,621.459,true,true,True,19.0,611.318,615.928,"That would be nine point eight meters per second squared, right? I mean...",5.530999999999949,pslc04-c1,c1,1536.0
58,016,645.649,645.649,true,false,True,21.0,639.221,641.344,Nine point eight meters per second.,4.30499999999995,pslc04-c1,c1,1536.0
58,017,670.548,670.548,true,true,True,23.0,664.154,668.395,Nineteen point six meters per second??,2.15300000000002,pslc04-c1,c1,1536.0
58,018,720.124,720.124,true,false,True,26.0,713.3,716.255,Twenty nine point four meters per second.,3.869000000000028,pslc04-c1,c1,1536.0
58,019,737.201,737.201,true,false,True,27.0,729.296,732.406,They... the velocities are equal.,4.795000000000073,pslc04-c1,c1,1536.0
58,020,762.574,762.574,false,true,True,28.0,746.861,757.083,"Um. That's the... the distance between... it's a straight line connecting two points. The shortest possible distance between them, I believe.",5.4909999999999854,pslc04-c1,c1,1536.0
58,021,787.14,787.14,true,false,True,29.0,777.002,784.466,They would... it would be equal. The displacement of the keys and the man at any point in their fall would be the same. Equal.,2.673999999999978,pslc04-c1,c1,1536.0
59,001,76.741,1612.741,true,false,False,,,,,,pslc04-c1,c1,1536.0
59,002,112.655,1648.655,true,false,True,34.0,1642.584,1644.349,Gravity. Down.,4.30600000000004,pslc04-c1,c1,1536.0
59,003,131.635,1667.635,true,false,True,35.0,1661.924,1663.066,Down.,4.56899999999996,pslc04-c1,c1,1536.0
59,004,150.753,1686.753,true,false,True,36.0,1680.946,1682.728,Yes. Down.,4.024999999999864,pslc04-c1,c1,1536.0
59,005,168.934,1704.934,true,true,True,37.0,1695.088,1701.267,"Oh, gee. It was something like nine point eight meters per second squared??",3.6669999999999163,pslc04-c1,c1,1536.0
59,006,189.707,1725.7069999999999,true,false,True,38.0,1719.105,1721.1779999999999,Gravity. Down.,4.528999999999996,pslc04-c1,c1,1536.0
59,007,209.095,1745.095,true,false,True,39.0,1739.394,1741.678,Down. Downward.,3.4169999999999163,pslc04-c1,c1,1536.0
59,008,233.058,1769.058,false,false,True,40.0,1755.286,1759.082,"Yes, Uh, nine point eight meters per second squared.",9.975999999999885,pslc04-c1,c1,1536.0
59,009,259.384,1795.384,false,true,True,41.0,1784.47,1789.459,"Uh, something about mass times gravity equals acceleration.",5.9249999999999545,pslc04-c1,c1,1536.0
59,010,308.695,1844.695,true,false,True,42.0,1824.271,1841.337,Mmm. Let me think about this. Mass times acceleration. Net force is zer+not zero. Accelerat... no. It cannot be zero.,3.3579999999999472,pslc04-c1,c1,1536.0
59,011,319.829,1855.829,true,true,True,43.0,1849.787,1851.577,Downward. Down.,4.251999999999953,pslc04-c1,c1,1536.0
59,012,332.851,1868.851,true,true,True,44.0,1862.821,1865.425,Nine point eight meters per second squared??,3.4260000000001583,pslc04-c1,c1,1536.0
59,013,362.166,1898.166,true,false,True,45.0,1891.811,1894.064,Nine point eight meters.,4.101999999999862,pslc04-c1,c1,1536.0
59,014,386.362,1922.362,true,false,True,46.0,1916.259,1918.983,Nine point eight meters per second.,3.379000000000133,pslc04-c1,c1,1536.0
59,015,406.238,1942.238,true,false,True,47.0,1935.906,1939.587,Nineteen point six meters per second.,2.6510000000000673,pslc04-c1,c1,1536.0
59,016,421.548,1957.548,true,false,True,48.0,1951.966,1955.333,Their velocities are the same... would be the same.,2.214999999999918,pslc04-c1,c1,1536.0
59,017,440.737,1976.737,false,false,True,49.0,1966.899,1972.37,Displacement is the shortest distance between two points or a straight line.,4.367000000000189,pslc04-c1,c1,1536.0
59,018,465.606,2001.606,true,false,True,50.0,1991.562,1997.376,The displacement of the professor to his spectacles at every point in time during the fall would be equal.,4.230000000000018,pslc04-c1,c1,1536.0
58,001,56.221,56.221,true,false,True,0.0,49.945,51.107,It is the same.,5.113999999999997,pslc05-c2,c2,1304.0
58,002,92.39,92.39,true,true,True,1.0,85.39099999999999,89.825,Vertically down?? Gravity??,2.5649999999999977,pslc05-c2,c2,1304.0
58,003,127.72,127.72,true,true,True,2.0,120.917,121.908,Down.,5.811999999999998,pslc05-c2,c2,1304.0
58,004,144.397,144.397,true,false,True,3.0,137.613,139.365,Yes. Down.,5.031999999999982,pslc05-c2,c2,1304.0
58,005,161.538,161.538,true,true,True,4.0,153.298,156.893,Nine point eight meters per second squared.,4.64500000000001,pslc05-c2,c2,1304.0
58,006,183.022,183.022,true,false,True,5.0,174.94299999999998,177.516,Straight down. Gravity.,5.506,pslc05-c2,c2,1304.0
58,007,201.212,201.212,true,false,True,6.0,195.187,195.938,Down.,5.274000000000001,pslc05-c2,c2,1304.0
58,008,216.865,216.865,true,false,True,7.0,210.089,211.691,Yes. Down.,5.174000000000007,pslc05-c2,c2,1304.0
58,009,230.567,230.567,true,false,True,8.0,222.52,226.085,Nine point eight meters per second squared.,4.481999999999999,pslc05-c2,c2,1304.0
58,010,261.77,261.77,true,true,True,9.0,254.531,255.923,Nine point eight??,5.84699999999998,pslc05-c2,c2,1304.0
58,011,287.813,287.813,true,false,True,10.0,279.971,283.496,Nine point eight meters per second.,4.317000000000007,pslc05-c2,c2,1304.0
58,012,321.522,321.522,true,false,True,12.0,312.588,316.214,Nineteen... nineteen point six meters per second.,5.307999999999993,pslc05-c2,c2,1304.0
58,013,344.523,344.523,false,true,True,13.0,334.433,339.376,"Um, they get added together by nine point eight.",5.147000000000048,pslc05-c2,c2,1304.0
58,014,382.51,382.51,true,false,True,14.0,375.777,376.959,Yes.,5.550999999999988,pslc05-c2,c2,1304.0
58,015,403.131,403.131,true,false,True,15.0,397.06,398.251,It's the same.,4.8799999999999955,pslc05-c2,c2,1304.0
59,001,76.785,1380.785,true,false,True,16.0,1374.594,1375.696,It's the same.,5.089000000000169,pslc05-c2,c2,1304.0
59,002,113.388,1417.388,true,false,True,17.0,1410.37,1412.543,Straight down. Gravity.,4.845000000000027,pslc05-c2,c2,1304.0
59,003,132.713,1436.713,true,false,True,18.0,1430.995,1432.016,Down.,4.696999999999889,pslc05-c2,c2,1304.0
59,004,148.886,1452.886,true,false,True,19.0,1446.808,1448.701,Yes. Down.,4.184999999999945,pslc05-c2,c2,1304.0
59,005,163.972,1467.972,true,false,True,20.0,1460.582,1464.287,Nine point eight meters per second squared.,3.6849999999999454,pslc05-c2,c2,1304.0
59,006,186.057,1490.057,true,false,True,21.0,1482.911,1485.244,Straight down. Gravity.,4.813000000000102,pslc05-c2,c2,1304.0
59,007,206.204,1510.204,true,false,True,22.0,1504.405,1505.537,Down.,4.666999999999916,pslc05-c2,c2,1304.0
59,008,222.674,1526.674,true,false,True,23.0,1520.798,1523.372,Yes. Down.,3.3019999999999072,pslc05-c2,c2,1304.0
59,009,236.817,1540.817,true,false,True,24.0,1534.392,1538.067,Nine point eight meters per second squared.,2.75,pslc05-c2,c2,1304.0
59,010,267.394,1571.394,true,false,True,25.0,1564.231,1567.534,Nine point eight meters per second.,3.8599999999999,pslc05-c2,c2,1304.0
59,011,291.821,1595.821,true,false,True,26.0,1589.834,1593.088,Nine point eight meters per second.,2.7329999999999472,pslc05-c2,c2,1304.0
59,012,313.763,1617.763,true,false,True,27.0,1610.891,1614.762,Nineteen point six meters per second.,3.0009999999999764,pslc05-c2,c2,1304.0
59,013,331.728,1635.728,true,false,True,28.0,1628.663,1631.248,Their velocities are the same.,4.480000000000018,pslc05-c2,c2,1304.0
59,014,349.021,1653.021,true,true,True,29.0,1646.273,1646.994,Yes.,6.027000000000044,pslc05-c2,c2,1304.0
59,015,370.938,1674.938,true,false,True,30.0,1669.344,1670.676,It's the same.,4.262000000000171,pslc05-c2,c2,1304.0
58,001,57.991,57.991,false,true,True,0.0,51.271,52.372,I don't know.,5.619,pslc06-c3,c3,1330.0
58,002,115.631,115.631,true,true,True,1.0,108.19200000000001,109.574,Vertically down. <nspn>,6.057000000000002,pslc06-c3,c3,1330.0
58,003,154.431,154.431,true,true,True,2.0,148.148,148.909,Down.,5.52200000000002,pslc06-c3,c3,1330.0
58,004,171.659,171.659,true,false,True,3.0,165.345,166.677,Yes. Down.,4.981999999999999,pslc06-c3,c3,1330.0
58,005,185.586,185.586,false,true,True,4.0,179.703,180.844,I don't know.,4.742000000000019,pslc06-c3,c3,1330.0
58,006,202.631,202.631,false,true,True,5.0,197.683,198.635,I don't know.,3.9960000000000093,pslc06-c3,c3,1330.0
58,007,225.849,225.849,false,true,True,6.0,217.65,220.825,Force equals mass times acceleration??,5.024000000000001,pslc06-c3,c3,1330.0
58,008,250.064,250.064,true,false,True,7.0,240.47,246.559,Force is equal to the mass <and> acceleration that's acted upon that force.,3.5049999999999955,pslc06-c3,c3,1330.0
58,009,297.768,297.768,true,false,True,8.0,291.15999999999997,292.353,Straight down.,5.414999999999964,pslc06-c3,c3,1330.0
58,010,320.348,320.348,true,false,True,9.0,314.431,316.144,<nspn> Straight down.,4.204000000000008,pslc06-c3,c3,1330.0
58,011,339.385,339.385,true,false,True,10.0,333.573,334.784,Straight down.,4.600999999999999,pslc06-c3,c3,1330.0
58,012,368.492,368.492,true,false,True,11.0,361.62,363.412,Yes. Down.,5.080000000000041,pslc06-c3,c3,1330.0
58,013,380.435,380.435,true,true,True,12.0,373.942,375.444,Nine point eight.,4.9909999999999854,pslc06-c3,c3,1330.0
58,014,415.124,415.124,false,true,True,13.0,408.128,409.72,"Mmm, down.",5.403999999999996,pslc06-c3,c3,1330.0
58,015,450.741,450.741,true,false,True,14.0,443.661,445.924,Nine point eight meters. <nspn>,4.817000000000007,pslc06-c3,c3,1330.0
58,016,474.546,474.546,false,true,True,16.0,464.146,469.203,Nine point eight meters divided by seconds squared.,5.343000000000018,pslc06-c3,c3,1330.0
58,017,529.728,529.728,false,true,True,17.0,520.415,524.406,Twenty point zero meters per second.,5.322000000000003,pslc06-c3,c3,1330.0
58,018,559.9,559.9,true,true,True,18.0,547.381,549.284,They are increasing.,10.615999999999985,pslc06-c3,c3,1330.0
58,019,580.193,580.193,false,true,True,19.0,573.543,575.776,The direction used in distance.,4.41700000000003,pslc06-c3,c3,1330.0
58,020,612.596,612.596,true,true,False,,,,,,pslc06-c3,c3,1330.0
59,001,105.939,1435.939,true,true,True,21.0,1428.767,1430.56,They're the same??,5.379000000000133,pslc06-c3,c3,1330.0
59,002,143.726,1473.726,true,true,True,22.0,1465.246,1466.959,Straight down.,6.767000000000053,pslc06-c3,c3,1330.0
59,003,178.918,1508.9180000000001,true,true,True,23.0,1502.413,1503.895,Straight down??,5.023000000000138,pslc06-c3,c3,1330.0
59,004,194.844,1524.844,true,false,True,24.0,1518.776,1520.448,Yes. Straight down.,4.395999999999958,pslc06-c3,c3,1330.0
59,005,207.97,1537.97,true,true,True,25.0,1531.748,1533.11,Nine point eight.,4.860000000000127,pslc06-c3,c3,1330.0
59,006,229.613,1559.613,true,false,True,26.0,1552.824,1554.216,Straight down??,5.397000000000162,pslc06-c3,c3,1330.0
59,007,254.181,1584.181,true,false,True,27.0,1578.515,1579.997,Straight down.,4.183999999999969,pslc06-c3,c3,1330.0
59,008,274.551,1604.551,true,false,True,28.0,1599.371,1600.544,Straight down??,4.0069999999998345,pslc06-c3,c3,1330.0
59,009,296.3,1626.3,true,false,True,29.0,1620.498,1621.97,Yes. Straight down.,4.329999999999927,pslc06-c3,c3,1330.0
59,010,310.129,1640.129,true,true,True,30.0,1633.717,1638.604,Nine point eight meters per second squared.,1.5249999999998636,pslc06-c3,c3,1330.0
59,011,342.78,1672.78,false,true,True,31.0,1664.301,1666.594,Nine point eight meters per second squared.,6.185999999999922,pslc06-c3,c3,1330.0
59,012,373.063,1703.063,false,true,True,32.0,1695.394,1698.449,Nineteen point six meters per second squared.,4.614000000000033,pslc06-c3,c3,1330.0
59,013,416.207,1746.2069999999999,true,true,True,33.0,1736.949,1740.253,Nineteen point six meters per second squared.,5.953999999999951,pslc06-c3,c3,1330.0
59,014,432.805,1762.805,true,true,True,34.0,1755.17,1756.482,They are the same??,6.323000000000093,pslc06-c3,c3,1330.0
59,015,454.8,1784.8,false,true,False,,,,,,pslc06-c3,c3,1330.0
59,016,489.532,1819.532,true,true,True,36.0,1812.134,1813.266,The same.,6.265999999999849,pslc06-c3,c3,1330.0
58,001,75.231,75.231,true,true,True,0.0,66.782,68.675,They should be the same??,6.555999999999997,pslc07-c1,c1,1710.0
